Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,268546,-,-,-,36.45,-114.74,-8,680,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Surface Albedo,Wind Direction,Wind Speed
2021,1,9,1,30,4.3,0,0,0,0.28,334,2.6
2021,1,9,2,30,3.5,0,0,0,0.28,338,3
2021,1,9,3,30,2.6,0,0,0,0.28,336,2.9000000000000004
2021,1,9,4,30,2,0,0,0,0.28,334,2.9000000000000004
2021,1,9,5,30,1.9000000000000001,0,0,0,0.28,334,3.1
2021,1,9,6,30,2.8000000000000003,0,0,0,0.28,335,3.5
2021,1,9,7,30,5.5,32,479,83,0.28,339,4.6000000000000005
2021,1,9,8,30,8.5,58,734,254,0.28,350,5.7
2021,1,9,9,30,10.9,70,852,407,0.28,180,5.800000000000001
2021,1,9,10,30,12.9,73,924,519,0.28,6,5.4
2021,1,9,11,30,14.3,77,941,568,0.28,7,5
2021,1,9,12,30,15.200000000000001,75,936,553,0.28,6,4.7
2021,1,9,13,30,15.3,71,905,477,0.28,5,4.4
2021,1,9,14,30,14.4,61,832,346,0.28,3,3.5
2021,1,9,15,30,11.200000000000001,46,669,178,0.28,181,2.1
2021,1,9,16,30,8,15,174,20,0.28,180,1.6
2021,1,9,17,30,6.6000000000000005,0,0,0,0.28,5,1.7000000000000002
2021,1,9,18,30,5.7,0,0,0,0.28,14,1.9000000000000001
2021,1,9,19,30,4.800000000000001,0,0,0,0.28,20,2
2021,1,9,20,30,3.9000000000000004,0,0,0,0.28,17,2
2021,1,9,21,30,3.1,0,0,0,0.28,8,2.1
2021,1,9,22,30,2.5,0,0,0,0.28,180,2.3000000000000003
2021,1,9,23,30,2,0,0,0,0.28,355,2.5
2021,1,10,0,30,1.6,0,0,0,0.28,354,2.6
2021,1,10,1,30,1.3,0,0,0,0.28,355,2.7
2021,1,10,2,30,1.1,0,0,0,0.28,354,2.8000000000000003
2021,1,10,3,30,0.8,0,0,0,0.28,355,2.7
2021,1,10,4,30,0.4,0,0,0,0.28,357,2.5
2021,1,10,5,30,0.2,0,0,0,0.28,356,2.3000000000000003
2021,1,10,6,30,1.1,0,0,0,0.28,355,2.7
2021,1,10,7,30,3.5,49,69,56,0.28,356,3.7
2021,1,10,8,30,6.4,76,632,245,0.28,190,4
2021,1,10,9,30,9.3,105,699,383,0.28,28,3.7
2021,1,10,10,30,11.200000000000001,158,633,465,0.28,35,3.2
2021,1,10,11,30,12.5,92,898,563,0.28,31,2.8000000000000003
2021,1,10,12,30,13.3,159,692,514,0.28,28,2.4000000000000004
2021,1,10,13,30,13.600000000000001,71,905,480,0.28,32,2
2021,1,10,14,30,12.9,62,834,350,0.28,36,1.5
2021,1,10,15,30,10.9,47,666,180,0.28,31,1
2021,1,10,16,30,9,16,175,21,0.28,17,1
2021,1,10,17,30,7.5,0,0,0,0.28,180,1.2000000000000002
2021,1,10,18,30,6.1000000000000005,0,0,0,0.28,352,1.4000000000000001
2021,1,10,19,30,4.9,0,0,0,0.28,351,1.5
2021,1,10,20,30,4.1000000000000005,0,0,0,0.28,351,1.6
2021,1,10,21,30,3.3000000000000003,0,0,0,0.28,350,1.6
2021,1,10,22,30,2.5,0,0,0,0.28,348,1.7000000000000002
2021,1,10,23,30,1.8,0,0,0,0.28,347,1.8
2021,1,11,0,30,1.2000000000000002,0,0,0,0.28,348,1.8
2021,1,11,1,30,0.8,0,0,0,0.28,348,1.9000000000000001
2021,1,11,2,30,0.6000000000000001,0,0,0,0.28,347,2
2021,1,11,3,30,0.4,0,0,0,0.28,347,2.1
2021,1,11,4,30,0.30000000000000004,0,0,0,0.28,349,2.2
2021,1,11,5,30,0.1,0,0,0,0.28,352,2.2
2021,1,11,6,30,1.1,0,0,0,0.28,354,2.5
2021,1,11,7,30,3.7,43,292,74,0.28,180,3.4000000000000004
2021,1,11,8,30,6.800000000000001,51,787,263,0.28,15,4.1000000000000005
2021,1,11,9,30,9.600000000000001,61,898,419,0.28,28,4
2021,1,11,10,30,11.700000000000001,67,960,534,0.28,28,3.8000000000000003
2021,1,11,11,30,13,68,980,584,0.28,25,3.7
2021,1,11,12,30,13.9,69,973,570,0.28,25,3.7
2021,1,11,13,30,14.200000000000001,67,945,496,0.28,25,3.6
2021,1,11,14,30,13.3,140,437,292,0.28,27,2.7
2021,1,11,15,30,10.4,48,710,192,0.28,29,1.6
2021,1,11,16,30,7.9,17,4,17,0.28,23,1.4000000000000001
2021,1,11,17,30,6.9,0,0,0,0.28,11,1.4000000000000001
